"","Name","Clay","Hard","Grass","Played"
"195","Guillermo Garcia Lopez",0.393939393939394,0.305555555555556,0.5,75
"196","Juan Martin del Potro",0.633333333333333,0.758241758241758,0.666666666666667,130
"197","Julien Benneteau",0.166666666666667,0.5,0.5,46
"198","Norbert Gombos",0.461538461538462,0.3,0,71
"199","Jan Lennard Struff",0.518518518518518,0.485380116959064,0.423076923076923,278
"200","Sergiy Stakhovsky",0.416666666666667,0.391304347826087,0.375,43
"201","Adrian Mannarino",0.181818181818182,0.502325581395349,0.596153846153846,300
"202","Guido Pella",0.551724137931034,0.44578313253012,0.444444444444444,188
"203","Facundo Bagnis",0.384615384615385,0.24,0,80
"204","Joao Souza",0.25,0,0,4
"205","Stephane Robert",0,0.111111111111111,0.333333333333333,16
"206","Kevin Anderson",0.571428571428571,0.6015625,0.730769230769231,189
"207","Henri Laaksonen",0.432432432432432,0.385964912280702,0,96
"208","Bjorn Fratangelo",0.285714285714286,0.36,0.6,44
"209","Peter Gojowczyk",0.35,0.457142857142857,0.454545454545455,147
"210","Ilya Ivashka",0.413793103448276,0.520408163265306,0.578947368421053,146
"211","Dmitry Popko",0.666666666666667,0.285714285714286,0,10
"212","Ze Zhang",0.5,0.222222222222222,0,11
"213","Prajnesh Gunneswaran",0,0.310344827586207,0.25,39
"214","Temur Ismailov",0,0.5,0,2
"215","Lukas Mugevicius",0,1,0,1
"216","August Holmgren",0,0.6,0,5
"217","Christian Lindell",1,0,0,2
"218","Elias Ymer",0.375,0.452380952380952,0,67
"219","Maximo Gonzalez",0.5,0,0,2
"220","Tommy Haas",0.333333333333333,0,0.4,20
"221","Laslo Djere",0.615384615384615,0.3375,0.25,209
"222","Gianluigi Quinzi",0.5,0,0,5
"223","Amine Ahouda",0.4,0,0,7
"224","Yuichi Sugita",0.230769230769231,0.409836065573771,0.523809523809524,95
"225","Albert Montanes",0.5,0,0,2
"226","Joao Domingues",0.5,0,0,13
"227","Taro Daniel",0.470588235294118,0.379746835443038,0,135
"228","Yannick Hanfmann",0.541666666666667,0.214285714285714,0.333333333333333,68
"229","Florian Mayer",0.333333333333333,0.0714285714285714,0.416666666666667,44
"230","Konstantin Kravchuk",0.5,0,0.5,14
"231","Marco Trungelliti",0.533333333333333,0.166666666666667,0,22
"232","Simone Bolelli",0.5,0.2,0.5,19
"233","Benjamin Bonzi",0.3,0.425531914893617,0.5625,73
"234","Stefano Napolitano",0.333333333333333,0,0,3
"235","Thanasi Kokkinakis",0.285714285714286,0.492063492063492,0.428571428571429,77
"236","Stefan Kozlov",0,0.222222222222222,0.285714285714286,26
"237","Denis Shapovalov",0.538461538461538,0.577092511013216,0.448275862068966,308
"238","Mohamed Safwat",0.6,0.230769230769231,0.5,25
"239","Daniel Altmaier",0.384615384615385,0.157894736842105,0.4,55
"240","Cameron Norrie",0.616666666666667,0.583783783783784,0.548387096774194,276
"241","Thomas Fabbiano",0.294117647058824,0.236842105263158,0.571428571428571,69
"242","Lukas Rosol",0.625,0.272727272727273,0.333333333333333,22
"243","Sebastian Ofner",0.5,0.2,0.5,25
"244","Ernests Gulbis",0.3125,0.444444444444444,0.5,62
"245","Adam Pavlasek",0.5,0,0.5,9
"246","Denis Kudla",0.25,0.358208955223881,0.481481481481481,106
"247","Tobias Kamke",0,0,0.666666666666667,5
"248","Akira Santillan",0,0.25,0.5,7
"249","Adrian Menendez Maceiras",0.2,0.333333333333333,0.5,16
"250","Frank Dancevic",0,0,0.5,2
"251","Dennis Novikov",0,0,0.5,5
"252","Andrej Martin",0.405405405405405,0,0,42
"253","Marco Cecchinato",0.509615384615385,0.244897959183673,0.222222222222222,162
"254","Ivan Dodig",0.75,0,0,5
"255","Attila Balazs",0.56,0,0,32
"256","Quentin Halys",0,0.241379310344828,0.4,39
"257","Tommy Paul",0.413793103448276,0.592307692307692,0.583333333333333,171
"258","Christopher Eubanks",0,0.3,0.5,34
"259","John Millman",0.404255319148936,0.492753623188406,0.363636363636364,207
"260","Gleb Sakharov",0.5,0,0,4
"261","Miljan Zekic",0.333333333333333,0,0,3
"262","Evan King",0,0.25,0,4
"263","Vincent Millot",0,0.333333333333333,0,9
"264","Peter Polansky",0,0.25,0,23
